[2026-09-09T19:31:50.183847092] Listening on http://0.0.0.0:8080  (sequential, one connection at a time)
[2026-09-09T19:32:08.856470380] 0:0:0:0:0:0:0:1 GET /app/hello HTTP/1.1 -> 400 application/json; charset=utf-8 82B 0ms
[2026-09-09T19:32:08.862629485] 0:0:0:0:0:0:0:1 GET /app/hello?name= HTTP/1.1 -> 400 application/json; charset=utf-8 86B 0ms
[2026-09-09T19:32:08.868953971] 0:0:0:0:0:0:0:1 GET /app/square HTTP/1.1 -> 400 application/json; charset=utf-8 83B 0ms
[2026-09-09T19:32:08.875144124] 0:0:0:0:0:0:0:1 GET /app/square?value=abc HTTP/1.1 -> 400 application/json; charset=utf-8 88B 1ms
[2026-09-09T19:32:08.881398398] 0:0:0:0:0:0:0:1 GET /app/slow?ms=600000 HTTP/1.1 -> 400 application/json; charset=utf-8 96B 0ms
[2026-09-09T19:32:08.888071807] 0:0:0:0:0:0:0:1 GET /app/unknown-service HTTP/1.1 -> 404 application/json; charset=utf-8 63B 1ms
[2026-09-09T19:32:08.894346188] 0:0:0:0:0:0:0:1 GET /images/missing.png HTTP/1.1 -> 404 text/html; charset=utf-8 277B 1ms
[2026-09-09T19:32:08.900864898] 0:0:0:0:0:0:0:1 GET /not-here.html HTTP/1.1 -> 404 text/html; charset=utf-8 272B 0ms
[2026-09-09T19:32:08.907058978] 0:0:0:0:0:0:0:1 POST /app/hello?name=Ada HTTP/1.1 -> 405 application/json; charset=utf-8 86B 1ms
[2026-09-09T19:32:08.913195611] 0:0:0:0:0:0:0:1 PUT /index.html HTTP/1.1 -> 405 application/json; charset=utf-8 86B 1ms
[2026-09-09T19:32:08.919496503] 0:0:0:0:0:0:0:1 DELETE /app/health HTTP/1.1 -> 405 application/json; charset=utf-8 86B 0ms
[2026-09-09T19:32:08.925690142] 0:0:0:0:0:0:0:1 GET /../../../../etc/passwd HTTP/1.1 -> 403 application/json; charset=utf-8 81B 0ms
[2026-09-09T19:32:08.929719345] 0:0:0:0:0:0:0:1 GET /%2E%2E/%2E%2E/etc/passwd HTTP/1.1 -> 403 application/json; charset=utf-8 81B 0ms
[2026-09-09T19:32:08.933853485] 0:0:0:0:0:0:0:1 GET /images/../../pom.xml HTTP/1.1 -> 403 application/json; charset=utf-8 81B 0ms
[2026-09-09T19:32:08.938494745] 0:0:0:0:0:0:0:1 GET /app/square?value=1 HTTP/1.1 -> 200 application/json; charset=utf-8 41B 0ms
[2026-09-09T19:32:08.942523887] 0:0:0:0:0:0:0:1 GET /app/square?value=2 HTTP/1.1 -> 200 application/json; charset=utf-8 41B 0ms
[2026-09-09T19:32:08.946621438] 0:0:0:0:0:0:0:1 GET /app/square?value=3 HTTP/1.1 -> 200 application/json; charset=utf-8 41B 0ms
